price_per_night,timestamp,Influencer_or_Not,Hotel_ID
649,2019-05-07 05:12:01.711749,Influencer,6
566,2019-05-08 18:12:01.740965,Influencer,6
649,2019-05-06 11:12:01.471467,Influencer,6
847,2019-05-03 05:12:01.385503,Influencer,6
649,2019-05-07 21:12:01.495668,Influencer,6
649,2019-05-06 16:12:01.359695,Influencer,6
565,2019-05-04 13:12:01.268437,Influencer,6
566,2019-05-08 11:12:01.139553,Influencer,6
566,2019-05-09 04:12:01.695993,Influencer,6
565,2019-05-05 00:12:00.865161,Influencer,6
566,2019-05-10 05:12:01.594751,Influencer,6
566,2019-05-09 03:12:01.057050,Influencer,6
649,2019-05-07 06:12:01.535264,Influencer,6
566,2019-05-09 18:12:01.706635,Influencer,6
566,2019-05-02 15:12:01.073395,Influencer,6
649,2019-05-08 05:12:01.387069,Influencer,6
561,2019-05-11 08:12:01.589971,Influencer,6
649,2019-05-08 08:12:00.729176,Influencer,6
565,2019-05-05 07:12:01.211421,Influencer,6
561,2019-05-11 03:12:01.678617,Influencer,6
649,2019-05-07 22:12:01.181289,Influencer,6
940,2019-05-03 23:12:01.415741,Influencer,6
565,2019-05-07 16:12:01.029657,Influencer,6
561,2019-05-11 09:12:01.285744,Influencer,6
565,2019-05-05 17:12:01.316333,Influencer,6
561,2019-05-10 19:12:01.436157,Influencer,6
847,2019-05-03 01:12:01.439186,Influencer,6
565,2019-05-05 04:12:00.890273,Influencer,6
566,2019-05-03 17:12:01.090238,Influencer,6
566,2019-05-10 09:12:01.217972,Influencer,6
566,2019-05-09 01:12:01.512658,Influencer,6
565,2019-05-05 05:12:01.482098,Influencer,6
649,2019-05-08 09:12:00.883706,Influencer,6
565,2019-05-07 17:12:01.596634,Influencer,6
649,2019-05-07 08:12:01.097881,Influencer,6
649,2019-05-08 06:12:00.874333,Influencer,6
561,2019-05-10 21:12:00.911634,Influencer,6
565,2019-05-04 12:12:01.444931,Influencer,6
566,2019-05-08 19:12:00.836398,Influencer,6
561,2019-05-10 23:12:01.596994,Influencer,6
565,2019-05-04 15:12:01.126891,Influencer,6
566,2019-05-04 10:12:01.588220,Influencer,6
566,2019-05-09 12:12:01.525541,Influencer,6
566,2019-05-03 15:12:01.163778,Influencer,6
847,2019-05-02 18:12:01.264042,Influencer,6
566,2019-05-02 11:12:01.280833,Influencer,6
649,2019-05-06 10:12:01.644940,Influencer,6
566,2019-05-10 03:12:01.306401,Influencer,6
566,2019-05-10 07:12:01.549990,Influencer,6
566,2019-05-08 17:12:00.806926,Influencer,6
565,2019-05-07 13:12:00.769154,Influencer,6
566,2019-05-02 17:12:01.621636,Influencer,6
561,2019-05-10 22:12:01.011487,Influencer,6
649,2019-05-06 22:12:01.357908,Influencer,6
847,2019-05-03 07:12:01.329736,Influencer,6
565,2019-05-05 01:12:01.119187,Influencer,6
